"","state_code","county_code","pct_white_apps","pct_black_apps","pct_hisp_apps","pct_asian_apps","white_denial_rate","black_denial_rate","hisp_denial_rate","asian_denial_rate","denial_rate","loan_failed","total_loans"
"2161","NY","36053",96.53,0.83,1.13,0.83,9.45,9.09,13.33,18.18,9.73,129,1326
"2162","NY","36055",84.6,5.93,4.94,4.28,3.21,10.87,7.89,3.87,3.93,616,15660
"2163","NY","36057",88.57,1.65,8.42,1.2,9.68,0,14.29,0,9.77,65,665
"2164","NY","36059",50.26,12.96,14.53,21.77,6.98,16.44,13.3,10.04,9.83,2868,29182
"2165","NY","36061",63.42,3.6,7.24,25.45,9.61,20.87,13.82,12.78,11.18,715,6397
"2166","NY","36063",92.85,3.38,2.02,1,6.63,12.4,16.88,13.16,7.18,274,3818
"2167","NY","36065",93.33,1.95,2.61,1.8,8.94,17.33,17,10.14,9.38,360,3837
"2168","NY","36067",88.4,4.48,3.03,3.39,5.33,12.7,6.14,7.01,5.8,561,9665
"2169","NY","36069",95.45,1.21,2.27,0.98,7.42,12.5,18.33,3.85,7.69,203,2640
"2170","NY","36071",57.89,16.14,22.24,3.23,9.06,16.53,12,11.43,11.04,1076,9744
"2171","NY","36073",97.02,1.58,0.88,0.18,8.68,0,0,0,8.42,48,570
"2172","NY","36075",96.01,0.62,1.97,0.73,10.86,0,10.53,0,10.84,209,1928
"2173","NY","36077",92.71,1.18,4.11,1.76,13.43,40,17.14,0,13.63,116,851
"2174","NY","36079",71.81,3.93,21.59,2.46,7.36,10.91,13.72,7.25,8.92,250,2802
"2175","NY","36081",25.2,13.59,13.87,46.69,10.72,15.46,15.27,12.03,12.67,3015,23796
"2176","NY","36083",89.68,3.85,3.08,3.25,6.33,9.22,9.73,8.4,6.6,242,3664
"2177","NY","36085",58.72,3.52,10.33,27.1,7.52,21.81,9.97,7.8,8.36,763,9128
"2178","NY","36087",65.04,10.76,17.44,6.54,7.74,19.52,13.33,9.8,10.16,634,6238
"2179","NY","36089",95.46,0.6,1.21,1.92,13.83,16.67,0,15.79,13.81,137,992
"2180","NY","36091",91.26,1.34,2.77,4.33,6.76,8.42,14.8,5.54,6.97,494,7085
"2181","NY","36093",80.5,6.44,5.15,7.12,5.55,16.17,7.98,8.08,6.6,241,3651
"2182","NY","36095",95.4,1.47,2.76,0.18,7.92,25,13.33,100,8.47,46,543
"2183","NY","36097",99.29,0,0.36,0,11.15,NA,0,NA,11.07,31,280
"2184","NY","36099",95.22,0.43,3.26,1.09,10.96,50,26.67,0,11.52,53,460
"2185","NY","36101",92.2,1.92,1.62,3.84,9.51,6.25,3.7,3.12,9.06,151,1666
"2186","NY","36103",64.73,8.36,20.99,5.6,6.91,14.23,13.43,11.85,9.21,3640,39508
"2187","NY","36105",73.85,6.85,16.12,2.51,18.21,18.29,19.69,20,18.63,223,1197
"2188","NY","36107",94.39,1.19,2.05,1.62,11.54,18.18,15.79,20,11.97,111,927
"2189","NY","36109",87.23,2.01,3.59,6.82,6.02,0,9.76,5.13,6.04,69,1143
"2190","NY","36111",82.84,4.9,9.42,2.49,11.33,17.61,16.12,15.28,12.25,355,2897
"2191","NY","36113",95.69,1.01,1.62,1.28,6.69,33.33,12.5,5.26,7.08,105,1484
"2192","NY","36115",97.75,0.54,1.17,0.36,9.19,33.33,38.46,25,9.7,108,1113
"2193","NY","36117",95.99,1.3,2.09,0.51,6.3,8.7,21.62,11.11,6.72,119,1770
"2194","NY","36119",58.83,11.49,21.73,7.66,8.26,17.21,13.59,9.49,10.56,1874,17750
"2195","NY","36121",97.67,0.58,1.56,0.19,8.37,0,0,100,8.37,43,514
"2196","NY","36123",98.19,0,1.44,0.36,9.56,NA,0,0,9.39,26,277
"2197","NY","39169",100,0,0,0,NA,NA,NA,NA,NA,1,1
"2198","NY","42077",100,0,0,0,NA,NA,NA,NA,NA,0,1
"2199","NY","42115",100,0,0,0,NA,NA,NA,NA,NA,0,1
"2200","NY","45087",0,100,0,0,NA,NA,NA,NA,NA,1,1
"2201","NY","47073",100,0,0,0,NA,NA,NA,NA,NA,1,1
"2202","NY","9001",0,0,100,0,NA,NA,NA,NA,NA,1,1
"2203","NY",NA,64.12,15.49,14.71,4.9,69.11,83.54,73.33,68,71.96,367,510
"2204","OH","1067",100,0,0,0,NA,NA,NA,NA,NA,0,1
"2205","OH","16001",100,0,0,0,NA,NA,NA,NA,NA,0,1
"2206","OH","18137",100,0,0,0,NA,NA,NA,NA,NA,0,1
"2207","OH","21151",100,0,0,0,NA,NA,NA,NA,NA,0,1
"2208","OH","26081",100,0,0,0,NA,NA,NA,NA,NA,0,1
"2209","OH","26125",100,0,0,0,NA,NA,NA,NA,NA,0,1
"2210","OH","39001",97.36,1.06,1.06,0,11.11,25,50,NA,11.87,45,379
"2211","OH","39003",91.44,4.23,2.63,1.29,7.16,10.98,19.61,0,7.58,147,1940
"2212","OH","39005",97.65,0.49,1.37,0.29,5.21,0,14.29,0,5.38,55,1023
"2213","OH","39007",95.63,1.75,1.89,0.22,8.22,20.83,7.69,0,8.37,115,1374
"2214","OH","39009",94.52,2.23,1.03,2.23,10.14,7.69,0,7.69,9.93,58,584
"2215","OH","39011",97.75,0.36,1.18,0.36,9.09,0,10,33.33,9.24,78,844
"2216","OH","39013",98.25,0.78,0.68,0.19,10.62,0,0,0,10.43,107,1026
"2217","OH","39015",98.14,0.31,1.03,0.21,10.41,66.67,20,0,10.63,103,969
"2218","OH","39017",82.19,8.34,3.69,5.41,5.19,10.64,10.08,6.53,5.9,618,10475
"2219","OH","39019",97.24,1.27,1.27,0,8.95,33.33,0,NA,9.13,43,471
"2220","OH","39021",96.06,1.09,1.9,0.27,10.18,0,0,0,9.92,73,736
"2221","OH","39023",92.84,3.74,2.27,0.68,7.02,6.38,15.79,5.88,7.2,181,2515
"2222","OH","39025",95.16,1.49,1.83,1.26,6.38,19.05,9.3,11.24,6.7,473,7063
"2223","OH","39027",97.23,1,1.22,0.33,6.39,0,9.09,0,6.33,57,901
"2224","OH","39029",98.23,0.65,0.82,0.24,9.89,9.09,28.57,25,10.07,171,1698
"2225","OH","39031",96.09,1.09,2.17,0,12.44,40,10,NA,12.61,58,460
"2226","OH","39033",96.73,0.47,2.1,0.23,12.08,0,11.11,0,11.92,51,428
"2227","OH","39035",79.37,12.71,4.03,3.6,4.36,12.25,8.16,5.91,5.57,1493,26781
"2228","OH","39037",97.91,0.7,0.97,0.42,6.11,0,28.57,33.33,6.4,46,719
"2229","OH","39039",92.8,1.47,5.73,0,6.8,0,17.95,NA,7.34,50,681
"2230","OH","39041",82.31,3.69,2.05,11.65,4.2,12.61,3.09,6.44,4.77,452,9466
"2231","OH","39043",93.6,3.13,2.4,0.66,7.78,13.95,3.03,0,7.79,107,1374
"2232","OH","39045",83.74,11.21,2,2.51,5.93,10.11,9.57,9.72,6.59,378,5737
"2233","OH","39047",96.55,1.09,0.91,1.09,7.91,16.67,0,0,8,44,550
"2234","OH","39049",78.69,11.45,3.65,5.75,4.49,11.15,9.63,5.37,5.5,1892,34370
"2235","OH","39051",93.01,0.32,6.36,0.21,8.09,0,18.33,0,8.69,82,944
"2236","OH","39053",97.27,1.14,0.68,0.23,23.42,20,66.67,0,23.46,103,439
"2237","OH","39055",96.55,1.19,1.15,0.79,4.92,10,6.9,10,5.19,131,2525
"2238","OH","39057",88.21,4.03,3.5,3.64,3.73,7.76,6.84,6.57,4.14,225,5436
"2239","OH","39059",97.16,0.6,1.19,0.9,11.83,25,0,33.33,12.09,81,670
"2240","OH","39061",82.54,11.86,2.55,2.76,4.16,11.71,7.34,6.78,5.22,1033,19794
"2241","OH","39063",92.06,1.35,4.28,1.88,4.13,10.71,7.87,2.56,4.38,91,2078
"2242","OH","39065",96.06,1.41,1.41,0.56,10.85,0,60,0,11.27,40,355
"2243","OH","39067",98.45,1.03,0.52,0,11.52,0,0,NA,11.34,22,194
"2244","OH","39069",95.97,0.64,2.97,0.42,10.18,66.67,7.14,0,10.4,49,471
"2245","OH","39071",97.78,0.39,0.92,0.39,13.77,0,42.86,33.33,14.12,108,765
"2246","OH","39073",98.6,0.35,0.35,0.52,11.86,0,50,0,11.87,68,573
"2247","OH","39075",97.99,0.4,0.4,0,10.25,0,0,NA,10.44,26,249
"2248","OH","39077",95.72,0.2,3.88,0.1,7.07,0,2.56,0,6.87,69,1005
"2249","OH","39079",98.75,0.36,0.53,0,14.77,0,33.33,NA,14.77,83,562
"2250","OH","39081",95.28,2.16,1.75,0.41,9.91,14.29,17.65,0,10.06,98,974
"2251","OH","39083",96.3,1.21,1.89,0.47,6.5,16.67,21.43,0,6.87,102,1485
"2252","OH","39085",91.44,3.96,2.93,1.37,4.18,14.58,6.1,6,4.73,344,7275
"2253","OH","39087",95.68,1.85,1.03,1.13,13.44,22.22,0,0,13.27,129,972
"2254","OH","39089",87.99,4.95,2.13,4.49,6.03,10.77,11.72,6.32,6.4,384,5996
"2255","OH","39091",94.97,1.17,2.92,0.58,9.85,30,12,40,10.29,88,855
"2256","OH","39093",88.77,3.43,5.84,1.64,5.12,15.11,7.74,5.37,5.65,513,9080
"2257","OH","39095",85.44,8.46,4.14,1.63,5.8,16.36,8.36,6.85,6.82,611,8956
"2258","OH","39097",94.88,1.4,1.94,1.63,6.13,11.11,12,0,6.28,81,1290
"2259","OH","39099",93.19,3.38,2.49,0.74,6.7,11.68,9.9,10,7.01,284,4052
"2260","OH","39101",94.86,2.82,1.92,0.4,7.44,14.29,5.26,0,7.56,75,992
"2261","OH","39103",94.73,1.14,2.28,1.53,4.54,4.17,4.17,7.22,4.57,289,6320
"2262","OH","39105",98.78,0.41,0.82,0,18.6,0,0,NA,18.37,45,245
"2263","OH","39107",97.81,1.1,0.88,0.22,8.52,0,0,100,8.55,39,456
"2264","OH","39109",91.81,2.92,2.09,2.56,4.76,10.53,7.35,12.05,5.17,168,3248
"2265","OH","39111",98.35,0,1.65,0,13.45,NA,0,NA,13.22,16,121
"2266","OH","39113",84.52,8.93,3.05,3.05,4.7,9.4,6.31,5.81,5.2,675,12991
"2267","OH","39115",94.74,4.68,0,0,13.58,25,NA,NA,14.62,25,171
"2268","OH","39117",97.47,0.46,1.5,0.12,10.99,0,38.46,0,11.64,101,868
"2269","OH","39119",95.2,2.65,0.99,0.66,9.8,10.42,16.67,8.33,9.83,178,1811
"2270","OH","39121",95.38,0,2.31,1.54,12.9,NA,66.67,0,14.62,19,130
"2271","OH","39123",96.89,0.36,2.28,0.12,7.54,33.33,10.53,0,7.66,64,835
"2272","OH","39125",93.56,1.36,3.73,0.68,9.78,75,18.18,0,10.85,32,295
"2273","OH","39127",98.66,0.3,0.75,0,9.97,50,0,NA,9.99,67,671
"2274","OH","39129",95.69,1.84,1.1,0.68,7.81,14.29,23.81,23.08,8.21,156,1901
"2275","OH","39131",98.09,0.64,0.85,0.21,14.94,33.33,25,0,15.07,71,471
"2276","OH","39133",90.29,4.59,2.07,2.76,7.19,16.49,15.29,4.42,7.73,317,4100
"2277","OH","39135",98.61,0.43,0.43,0.11,8.04,50,25,0,8.36,78,933
"2278","OH","39137",96.45,0.16,3.39,0,3.51,0,0,NA,3.39,21,620
"2279","OH","39139",95.27,2.57,1.24,0.56,4.63,6.25,9.68,0,4.77,119,2493
"2280","OH","39141",96.66,1.64,1.2,0.19,9.85,3.85,10.53,33.33,9.84,156,1586
"2281","OH","39143",91.09,2.71,5.81,0.26,8.09,23.81,8.89,50,8.66,67,774
"2282","OH","39145",97.46,1,0.73,0.45,12.01,18.18,12.5,20,12.16,134,1102
"2283","OH","39147",95.12,0.79,3.31,0.47,9.93,0,19.05,0,10.08,64,635
"2284","OH","39149",97.4,0.27,1.37,0.27,7.16,0,40,0,7.8,57,731
"2285","OH","39151",94.16,3.01,1.55,1.03,4.81,9.56,6.98,9.3,5.03,420,8344
"2286","OH","39153",86.85,7.15,1.95,3.75,4.07,10.86,6.44,6.69,4.71,638,13532
"2287","OH","39155",94.18,3.67,1.53,0.41,6.1,9.26,15.56,8.33,6.39,188,2940
"2288","OH","39157",97.7,0.82,1.23,0.16,7.97,20,6.67,50,8.11,99,1220
"2289","OH","39159",83.88,1.53,2.41,11.76,5.25,10,4.76,8.47,5.71,149,2611
"2290","OH","39161",95.91,0.51,2.81,0.51,7.2,0,27.27,0,7.67,30,391
"2291","OH","39163",99.49,0,0.51,0,17.77,NA,100,NA,18.18,36,198
"2292","OH","39165",84.17,3,2.79,9.75,4.23,10.76,5.78,5.36,4.6,484,10532
"2293","OH","39167",96.76,0.79,0.98,0.98,10.85,12.5,10,0,10.99,112,1019
"2294","OH","39169",94.57,1.15,2.79,1.25,4.53,4.35,12.5,0,4.68,94,2008
"2295","OH","39171",94.58,0.3,3.77,0.6,6.69,50,8,0,6.78,45,664
"2296","OH","39173",92.32,1.4,3.81,2.29,6.58,18.37,9.02,1.25,6.73,235,3491
"2297","OH","39175",95.67,0.33,3,0.33,6.27,0,22.22,0,6.67,20,300
"2298","OH","55071",100,0,0,0,NA,NA,NA,NA,NA,1,1
"2299","OH","8081",100,0,0,0,NA,NA,NA,NA,NA,0,1
"2300","OH",NA,84.11,9.94,2.97,1.95,52.38,72.9,65.62,23.81,54.55,587,1076
"2301","OK","19011",0,0,0,0,NA,NA,NA,NA,NA,0,1
"2302","OK","22073",100,0,0,0,NA,NA,NA,NA,NA,0,1
"2303","OK","37037",100,0,0,0,NA,NA,NA,NA,NA,0,1
"2304","OK","40001",61.02,2.26,5.65,2.82,27.78,25,20,40,27.12,48,177
"2305","OK","40003",92.5,2.5,2.5,0,NA,NA,NA,NA,NA,9,40
"2306","OK","40005",66.67,1.21,3.03,0,28.18,50,20,NA,29.09,48,165
"2307","OK","40007",67.69,3.08,27.69,0,NA,NA,NA,NA,NA,10,65
"2308","OK","40009",89.1,0.62,5.61,0.31,14.69,0,16.67,0,14.33,46,321
"2309","OK","40011",81.82,2.48,13.22,0,22.22,33.33,37.5,NA,25.62,31,121
"2310","OK","40013",73.93,1.53,4.89,0.71,14.05,26.67,29.17,14.29,15.38,151,982
"2311","OK","40015",73.72,1.37,6.14,0,18.52,25,16.67,NA,19.8,58,293
"2312","OK","40017",76.21,4.84,9.97,2.74,5.41,8.65,8.4,5.74,5.88,449,7641
"2313","OK","40019",76.85,4.43,5.98,1.11,15.42,32.5,12.96,20,17.05,154,903
"2314","OK","40021",59.71,0.37,3.17,0.49,15.54,0,26.92,0,16.85,138,819
"2315","OK","40023",69.66,4.14,4.14,0,31.68,50,16.67,NA,29.66,43,145
"2316","OK","40025",73.68,0,26.32,0,NA,NA,NA,NA,NA,6,19
"2317","OK","40027",76.03,4.26,8.37,4.33,7.44,9.31,7.72,7.59,7.73,682,8820
"2318","OK","40029",70.59,0,3.92,0,NA,NA,NA,NA,NA,21,51
"2319","OK","40031",69.02,12.53,11.25,2.49,6.43,9.63,7.96,7.81,7.16,184,2569
"2320","OK","40033",92.31,3.08,0,0,NA,NA,NA,NA,NA,17,65
"2321","OK","40035",69.12,0.74,1.47,2.21,14.89,0,50,33.33,16.91,23,136
"2322","OK","40037",82.78,1.75,5.14,0.42,17.59,17.24,21.18,0,18.19,301,1655
"2323","OK","40039",78.59,2.02,11.31,1.62,8.48,10,8.93,12.5,8.69,43,495
"2324","OK","40041",79.92,0.26,3.11,1.81,16.21,0,16.67,42.86,17.49,135,772
"2325","OK","40043",94.29,0,1.43,0,NA,NA,NA,NA,NA,28,70
"2326","OK","40045",88.24,1.96,1.96,1.96,NA,NA,NA,NA,NA,12,51
"2327","OK","40047",82.46,1.9,9.16,2.37,5.75,0,7.76,3.33,6.16,78,1266
"2328","OK","40049",78.52,0.51,6.14,0.26,18.57,0,20.83,0,18.67,73,391
"2329","OK","40051",86.11,0.96,4.99,0.7,9.74,26.67,17.95,0,10.63,166,1562
"2330","OK","40053",100,0,0,0,NA,NA,NA,NA,NA,5,42
"2331","OK","40055",88.57,1.43,7.14,0,NA,NA,NA,NA,NA,15,70
"2332","OK","40057",71.43,0,28.57,0,NA,NA,NA,NA,NA,3,7
"2333","OK","40059",93.33,0,6.67,0,NA,NA,NA,NA,NA,1,15
"2334","OK","40061",75.52,2.1,5.59,0.7,24.07,100,37.5,100,28.67,41,143
"2335","OK","40063",78.57,0.89,2.68,0,12.5,100,33.33,NA,13.39,15,112
"2336","OK","40065",81.43,2.86,8.98,3.27,5.26,0,15.91,0,5.92,29,490
"2337","OK","40067",83.33,2.38,4.76,2.38,NA,NA,NA,NA,NA,10,42
"2338","OK","40069",75.33,2,2.67,1.33,24.78,66.67,25,100,29.33,44,150
"2339","OK","40071",82.65,0.6,4.68,0.6,11.31,0,9.68,50,11.61,77,663
"2340","OK","40073",81.34,1.46,13.99,0.29,11.11,40,20.83,0,12.54,43,343
"2341","OK","40075",87.37,1.05,6.32,0,NA,NA,NA,NA,NA,14,95
"2342","OK","40077",72.58,0,2.42,0.81,36.67,NA,0,100,36.29,45,124
"2343","OK","40079",83.22,0.92,3.54,0.52,20.47,42.86,48.15,0,21.23,162,763
"2344","OK","40081",85.21,1.46,2.34,0.29,15.98,30,12.5,50,17.42,119,683
"2345","OK","40083",85.34,2.41,5.71,1.31,8.22,23.91,14.68,16,9.58,183,1910
"2346","OK","40085",78.74,0.48,14.49,0.97,25.15,0,40,50,28.99,60,207
"2347","OK","40087",83.94,1.56,6.23,0.54,10.71,11.54,19.23,11.11,11.56,193,1669
"2348","OK","40089",73.79,4.85,2.91,0,35.53,40,77.78,NA,37.22,115,309
"2349","OK","40091",79.17,2.08,1.49,0.89,20.3,28.57,0,66.67,20.83,70,336
"2350","OK","40093",88.16,0,5.26,0,NA,NA,NA,NA,NA,10,76
"2351","OK","40095",72.96,0.98,12.05,0,18.3,100,24.32,NA,22.48,69,307
"2352","OK","40097",73.42,0.82,2.47,0.96,13.81,33.33,33.33,14.29,16.16,118,730
"2353","OK","40099",75.92,0.41,3.27,0,9.68,100,12.5,NA,13.06,32,245
"2354","OK","40101",64.21,5.43,4.26,1,14.06,33.85,13.73,0,15.72,188,1196
"2355","OK","40103",85.4,0,3.65,1.46,11.97,NA,0,0,10.95,15,137
"2356","OK","40105",77.98,4.59,0.92,0.92,17.65,60,0,0,21.1,23,109
"2357","OK","40107",73.39,4.84,2.42,0.81,20.88,50,33.33,100,25,31,124
"2358","OK","40109",74.31,7.43,8.66,4.21,5.53,12.96,8.63,6.93,6.54,1276,19518
"2359","OK","40111",76.6,3.43,3.28,1.04,18.29,43.48,22.73,14.29,20.12,135,671
"2360","OK","40113",77.07,4.99,3.39,0.6,13.71,16,20.59,33.33,14.86,149,1003
"2361","OK","40115",73.61,0,2.93,1.47,15.94,NA,0,20,18.48,63,341
"2362","OK","40117",82.37,1.28,2.24,0,29.57,25,0,NA,29.17,91,312
"2363","OK","40119",83.3,1.95,4.27,2.85,7.55,3.85,17.54,2.63,8.31,111,1335
"2364","OK","40121",77.23,1.73,3.09,0.74,13.62,35.71,24,16.67,15.97,129,808
"2365","OK","40123",63.16,1.28,3.67,0.8,10.35,0,4.35,0,11.96,75,627
"2366","OK","40125",78.89,2.9,4.38,0.74,15.73,34.88,9.23,18.18,15.78,234,1483
"2367","OK","40127",77.55,0,3.06,0,NA,NA,NA,NA,NA,31,98
"2368","OK","40129",100,0,0,0,NA,NA,NA,NA,NA,6,24
"2369","OK","40131",77.14,0.84,4.66,1.46,8.53,11.11,8,10.64,9.16,295,3220
"2370","OK","40133",76.87,1.36,6.12,0.34,18.58,0,16.67,0,19.39,57,294
"2371","OK","40135",75.95,1.32,3.37,0.44,16.8,22.22,34.78,33.33,18.33,125,682
"2372","OK","40137",86.38,0.58,4.78,0.72,11.74,50,6.06,0,11.88,82,690
"2373","OK","40139",51.24,0.71,44.17,1.77,15.86,100,20,0,18.02,51,283
"2374","OK","40141",71.43,4.29,20,0,NA,NA,NA,NA,NA,12,70
"2375","OK","40143",74.57,4.49,8.13,3.59,5.1,10.29,7.62,5.71,5.75,983,17099
"2376","OK","40145",74.05,3.9,6.89,1.4,8.36,14.06,6.64,2.17,8.66,284,3279
"2377","OK","40147",77.89,1.69,4.64,2.11,8.56,5,7.27,4,9.54,113,1185
"2378","OK","40149",85.27,0.78,11.63,0,11.82,100,20,NA,13.95,18,129
"2379","OK","40151",92.23,0.97,3.88,1.94,11.58,0,25,0,11.65,12,103
"2380","OK","40153",90.19,0.27,5.18,1.36,7.25,0,15.79,60,9.54,35,367
"2381","OK","41005",100,0,0,0,NA,NA,NA,NA,NA,0,1
"2382","OK","42073",0,0,0,0,NA,NA,NA,NA,NA,1,1
"2383","OK","46007",0,0,0,0,NA,NA,NA,NA,NA,1,1
"2384","OK","5007",100,0,0,0,NA,NA,NA,NA,NA,0,1
"2385","OK","6059",100,0,0,0,NA,NA,NA,NA,NA,0,1
"2386","OK",NA,72.21,5.1,7.21,1.58,65.77,72.41,75.61,61.11,67.9,772,1137
"2387","OR","41001",96.76,0.88,2.06,0.29,4.27,33.33,0,0,4.42,15,339
"2388","OR","41003",88.73,0.73,4.71,4.95,5.2,6.67,5.15,7.84,5.39,111,2059
"2389","OR","41005",84.54,1.3,6.39,6.52,6.17,9.13,12.95,9.52,6.85,1092,15940
"2390","OR","41007",90.7,0.61,4.92,1.92,6.95,37.5,6.25,12,7.07,92,1301
"2391","OR","41009",91.08,0.79,4.67,1.77,6.41,0,6,15.79,6.49,139,2141
"2392","OR","41011",91.49,0.67,3.4,1.63,8.33,11.11,6.52,0,8.29,112,1351
"2393","OR","41013",93.87,0.09,4.27,0.37,7.22,0,4.35,0,7.24,78,1077
"2394","OR","41015",91.22,1.65,4.39,0.91,12.22,44.44,8.33,0,12.43,68,547
"2395","OR","41017",92.95,0.47,4.24,1.42,5.45,6.98,10.03,3.08,5.65,519,9180
"2396","OR","41019",92.43,0.42,3.78,1.02,7.2,25,3.7,6.9,7.46,213,2854
"2397","OR","41021",92.11,0,5.26,2.63,NA,NA,NA,NA,NA,6,38
"2398","OR","41023",96.38,0.72,0.72,0.72,9.02,0,0,0,8.7,12,138
"2399","OR","41025",93,0,2,1,19.35,NA,0,0,18,18,100
"2400","OR","41027",79.23,0.48,18.68,1.29,5.08,0,9.48,0,5.8,36,621
"2401","OR","41029",87.5,0.59,8.97,1.65,5.3,4.88,9.28,6.09,5.7,397,6969
"2402","OR","41031",87.85,0.26,8.7,0.77,6.11,0,11.76,16.67,7.16,56,782
"2403","OR","41033",91.98,0.54,4.89,1,6.45,8.33,16.67,13.64,7.02,155,2207
"2404","OR","41035",87.06,0.61,7.94,1.62,9.76,16.67,10.83,9.38,10.01,198,1978
"2405","OR","41037",87.02,0.76,7.63,0.76,10.53,0,20,0,10.69,14,131
"2406","OR","41039",88.39,1.18,6.45,2.53,6.14,13.56,8.71,6.35,6.44,642,9967
